"pesquisa_id","pesquisa_nome","data_cadastro","data_inicio","data_fim","ativo","entrevistado_id","entrevistado_sexo","entrevistado_data_nascimento","entrevistado_endereco_id","entrevistado_bairro","entrevistado_cidade","entrevistado_uf","genero_id","genero","pesquisa_pergunta_id","pesquisa_pergunta_tipo_id","pesquisa_pergunta_tipo","pergunta_texto"
2,"Saúde e bem-estar nas ilhas","2024-09-30 00:30:39.134392","2024-09-15 00:00:00","2024-11-20 00:00:00",True,2,"F","1985-05-16",2,"Praia","Ilha Grande","RJ",1,"Cisgênero (Quando se identifica com seu sexo biológico)",11,6,"Texto Livre","Descreva sua experiência com os serviços de saúde na ilha."
2,"Saúde e bem-estar nas ilhas","2024-09-30 00:30:39.134392","2024-09-15 00:00:00","2024-11-20 00:00:00",True,2,"F","1985-05-16",2,"Praia","Ilha Grande","RJ",1,"Cisgênero (Quando se identifica com seu sexo biológico)",12,1,"Escolha única","Com que frequência você utiliza os serviços de saúde da ilha?"
2,"Saúde e bem-estar nas ilhas","2024-09-30 00:30:39.134392","2024-09-15 00:00:00","2024-11-20 00:00:00",True,2,"F","1985-05-16",2,"Praia","Ilha Grande","RJ",1,"Cisgênero (Quando se identifica com seu sexo biológico)",13,3,"Sim/Não","A comunidade da ilha tem acesso a medicamentos básicos?"
2,"Saúde e bem-estar nas ilhas","2024-09-30 00:30:39.134392","2024-09-15 00:00:00","2024-11-20 00:00:00",True,2,"F","1985-05-16",2,"Praia","Ilha Grande","RJ",1,"Cisgênero (Quando se identifica com seu sexo biológico)",14,5,"Verdadeiro/Falso","As campanhas de vacinação chegam até a ilha de maneira eficiente?"
3,"Sustentabilidade e energia nas comunidades insulares","2024-09-30 00:30:39.134392","2024-09-20 00:00:00","2024-12-01 00:00:00",True,3,"M","1992-03-25",3,"Vila","Ilha Comprida","SP",2,"Transgênero (Quando se identifica com o sexo biológico oposto)",15,3,"Sim/Não","Sua casa utiliza energia sustentável?"
3,"Sustentabilidade e energia nas comunidades insulares","2024-09-30 00:30:39.134392","2024-09-20 00:00:00","2024-12-01 00:00:00",True,3,"M","1992-03-25",3,"Vila","Ilha Comprida","SP",2,"Transgênero (Quando se identifica com o sexo biológico oposto)",16,2,"Múltipla escolha","Quais destas fontes de energia você utiliza ou consideraria utilizar na ilha? (Selecione todas que se aplicam)"
3,"Sustentabilidade e energia nas comunidades insulares","2024-09-30 00:30:39.134392","2024-09-20 00:00:00","2024-12-01 00:00:00",True,3,"M","1992-03-25",3,"Vila","Ilha Comprida","SP",2,"Transgênero (Quando se identifica com o sexo biológico oposto)",17,4,"Sim/Não/NI","A infraestrutura elétrica da ilha é confiável?"
3,"Sustentabilidade e energia nas comunidades insulares","2024-09-30 00:30:39.134392","2024-09-20 00:00:00","2024-12-01 00:00:00",True,3,"M","1992-03-25",3,"Vila","Ilha Comprida","SP",2,"Transgênero (Quando se identifica com o sexo biológico oposto)",18,5,"Verdadeiro/Falso","O governo local oferece incentivos para energia sustentável?"
3,"Sustentabilidade e energia nas comunidades insulares","2024-09-30 00:30:39.134392","2024-09-20 00:00:00","2024-12-01 00:00:00",True,3,"M","1992-03-25",3,"Vila","Ilha Comprida","SP",2,"Transgênero (Quando se identifica com o sexo biológico oposto)",19,6,"Texto Livre","Descreva a situação energética da sua residência."
3,"Sustentabilidade e energia nas comunidades insulares","2024-09-30 00:30:39.134392","2024-09-20 00:00:00","2024-12-01 00:00:00",True,3,"M","1992-03-25",3,"Vila","Ilha Comprida","SP",2,"Transgênero (Quando se identifica com o sexo biológico oposto)",20,1,"Escolha única","Com que frequência ocorrem apagões de energia na ilha?"
3,"Sustentabilidade e energia nas comunidades insulares","2024-09-30 00:30:39.134392","2024-09-20 00:00:00","2024-12-01 00:00:00",True,3,"M","1992-03-25",3,"Vila","Ilha Comprida","SP",2,"Transgênero (Quando se identifica com o sexo biológico oposto)",21,3,"Sim/Não","A comunidade participa de iniciativas de sustentabilidade energética?"
4,"Uma pesquisa de teste","2024-09-30 00:32:36.38249","2024-09-16 00:00:00","2024-09-30 00:00:00",True,5,"M","2004-12-20",5,"Freguesia","Rio de Janeiro","RJ",3,"Outra identificação",22,1,"Escolha única","Como você está se sentindo?"
4,"Uma pesquisa de teste","2024-09-30 00:32:36.38249","2024-09-16 00:00:00","2024-09-30 00:00:00",True,5,"M","2004-12-20",5,"Freguesia","Rio de Janeiro","RJ",3,"Outra identificação",23,2,"Múltipla escolha","Quais são seus humores nesse momento?"
4,"Uma pesquisa de teste","2024-09-30 00:32:36.38249","2024-09-16 00:00:00","2024-09-30 00:00:00",True,5,"M","2004-12-20",5,"Freguesia","Rio de Janeiro","RJ",3,"Outra identificação",24,3,"Sim/Não","Você gosta de hambúrguer?"
4,"Uma pesquisa de teste","2024-09-30 00:32:36.38249","2024-09-16 00:00:00","2024-09-30 00:00:00",True,5,"M","2004-12-20",5,"Freguesia","Rio de Janeiro","RJ",3,"Outra identificação",25,4,"Sim/Não/NI","É verdade que você está fazendo dieta?"
4,"Uma pesquisa de teste","2024-09-30 00:32:36.38249","2024-09-16 00:00:00","2024-09-30 00:00:00",True,5,"M","2004-12-20",5,"Freguesia","Rio de Janeiro","RJ",3,"Outra identificação",26,5,"Verdadeiro/Falso","Você está indo para a academia todo dia."
4,"Uma pesquisa de teste","2024-09-30 00:32:36.38249","2024-09-16 00:00:00","2024-09-30 00:00:00",True,5,"M","2004-12-20",5,"Freguesia","Rio de Janeiro","RJ",3,"Outra identificação",27,6,"Texto Livre","Fale um pouco sobre a sua comida favorita."
4,"Uma pesquisa de teste","2024-09-30 00:32:36.38249","2024-09-16 00:00:00","2024-09-30 00:00:00",True,6,"F","2000-05-11",6,"Freguesia","Rio de Janeiro","RJ",1,"Cisgênero (Quando se identifica com seu sexo biológico)",22,1,"Escolha única","Como você está se sentindo?"
4,"Uma pesquisa de teste","2024-09-30 00:32:36.38249","2024-09-16 00:00:00","2024-09-30 00:00:00",True,6,"F","2000-05-11",6,"Freguesia","Rio de Janeiro","RJ",1,"Cisgênero (Quando se identifica com seu sexo biológico)",23,2,"Múltipla escolha","Quais são seus humores nesse momento?"
4,"Uma pesquisa de teste","2024-09-30 00:32:36.38249","2024-09-16 00:00:00","2024-09-30 00:00:00",True,6,"F","2000-05-11",6,"Freguesia","Rio de Janeiro","RJ",1,"Cisgênero (Quando se identifica com seu sexo biológico)",24,3,"Sim/Não","Você gosta de hambúrguer?"
4,"Uma pesquisa de teste","2024-09-30 00:32:36.38249","2024-09-16 00:00:00","2024-09-30 00:00:00",True,6,"F","2000-05-11",6,"Freguesia","Rio de Janeiro","RJ",1,"Cisgênero (Quando se identifica com seu sexo biológico)",25,4,"Sim/Não/NI","É verdade que você está fazendo dieta?"
4,"Uma pesquisa de teste","2024-09-30 00:32:36.38249","2024-09-16 00:00:00","2024-09-30 00:00:00",True,6,"F","2000-05-11",6,"Freguesia","Rio de Janeiro","RJ",1,"Cisgênero (Quando se identifica com seu sexo biológico)",26,5,"Verdadeiro/Falso","Você está indo para a academia todo dia."
4,"Uma pesquisa de teste","2024-09-30 00:32:36.38249","2024-09-16 00:00:00","2024-09-30 00:00:00",True,6,"F","2000-05-11",6,"Freguesia","Rio de Janeiro","RJ",1,"Cisgênero (Quando se identifica com seu sexo biológico)",27,6,"Texto Livre","Fale um pouco sobre a sua comida favorita."
5,"Pesquisa de teste","2024-09-30 10:49:10.932933","2024-09-25 00:00:00","2024-10-02 00:00:00",True,7,"M","2004-12-20",7,"Freguesia","Rio de Janeiro","RJ",1,"Cisgênero (Quando se identifica com seu sexo biológico)",28,6,"Texto Livre","Qual o seu nome?"
5,"Pesquisa de teste","2024-09-30 10:49:10.932933","2024-09-25 00:00:00","2024-10-02 00:00:00",True,7,"M","2004-12-20",7,"Freguesia","Rio de Janeiro","RJ",1,"Cisgênero (Quando se identifica com seu sexo biológico)",29,2,"Múltipla escolha","Quais são seus humores nesse momento?"
6,"Qualidade de Vida e Sustentabilidade em Comunidades Insulares","2024-11-01 13:13:59.880019","2024-11-01 13:13:59.880019","2024-12-31 00:00:00",True,12,"F","1990-05-15",9,"Barra da Tijuca","Rio de Janeiro","RJ",2,"Transgênero (Quando se identifica com o sexo biológico oposto)",38,1,"Escolha única","Como você avalia o abastecimento de água e saneamento?"
6,"Qualidade de Vida e Sustentabilidade em Comunidades Insulares","2024-11-01 13:13:59.880019","2024-11-01 13:13:59.880019","2024-12-31 00:00:00",True,13,"M","1985-08-22",10,"Barra da Tijuca","Rio de Janeiro","RJ",1,"Cisgênero (Quando se identifica com seu sexo biológico)",38,1,"Escolha única","Como você avalia o abastecimento de água e saneamento?"
6,"Qualidade de Vida e Sustentabilidade em Comunidades Insulares","2024-11-01 13:13:59.880019","2024-11-01 13:13:59.880019","2024-12-31 00:00:00",True,14,"F","1992-11-30",11,"Barra da Tijuca","Rio de Janeiro","RJ",2,"Transgênero (Quando se identifica com o sexo biológico oposto)",38,1,"Escolha única","Como você avalia o abastecimento de água e saneamento?"
6,"Qualidade de Vida e Sustentabilidade em Comunidades Insulares","2024-11-01 13:13:59.880019","2024-11-01 13:13:59.880019","2024-12-31 00:00:00",True,15,"M","1988-03-10",12,"Barra da Tijuca","Rio de Janeiro","RJ",1,"Cisgênero (Quando se identifica com seu sexo biológico)",38,1,"Escolha única","Como você avalia o abastecimento de água e saneamento?"
6,"Qualidade de Vida e Sustentabilidade em Comunidades Insulares","2024-11-01 13:13:59.880019","2024-11-01 13:13:59.880019","2024-12-31 00:00:00",True,16,"F","1995-07-25",13,"Barra da Tijuca","Rio de Janeiro","RJ",2,"Transgênero (Quando se identifica com o sexo biológico oposto)",38,1,"Escolha única","Como você avalia o abastecimento de água e saneamento?"
6,"Qualidade de Vida e Sustentabilidade em Comunidades Insulares","2024-11-01 13:13:59.880019","2024-11-01 13:13:59.880019","2024-12-31 00:00:00",True,17,"M","1983-12-05",14,"Barra da Tijuca","Rio de Janeiro","RJ",1,"Cisgênero (Quando se identifica com seu sexo biológico)",38,1,"Escolha única","Como você avalia o abastecimento de água e saneamento?"
6,"Qualidade de Vida e Sustentabilidade em Comunidades Insulares","2024-11-01 13:13:59.880019","2024-11-01 13:13:59.880019","2024-12-31 00:00:00",True,18,"F","1991-09-18",15,"Barra da Tijuca","Rio de Janeiro","RJ",2,"Transgênero (Quando se identifica com o sexo biológico oposto)",38,1,"Escolha única","Como você avalia o abastecimento de água e saneamento?"
6,"Qualidade de Vida e Sustentabilidade em Comunidades Insulares","2024-11-01 13:13:59.880019","2024-11-01 13:13:59.880019","2024-12-31 00:00:00",True,19,"M","1987-04-22",16,"Barra da Tijuca","Rio de Janeiro","RJ",1,"Cisgênero (Quando se identifica com seu sexo biológico)",38,1,"Escolha única","Como você avalia o abastecimento de água e saneamento?"
6,"Qualidade de Vida e Sustentabilidade em Comunidades Insulares","2024-11-01 13:13:59.880019","2024-11-01 13:13:59.880019","2024-12-31 00:00:00",True,20,"F","1993-06-14",17,"Barra da Tijuca","Rio de Janeiro","RJ",2,"Transgênero (Quando se identifica com o sexo biológico oposto)",38,1,"Escolha única","Como você avalia o abastecimento de água e saneamento?"
6,"Qualidade de Vida e Sustentabilidade em Comunidades Insulares","2024-11-01 13:13:59.880019","2024-11-01 13:13:59.880019","2024-12-31 00:00:00",True,21,"M","1989-10-30",18,"Barra da Tijuca","Rio de Janeiro","RJ",1,"Cisgênero (Quando se identifica com seu sexo biológico)",38,1,"Escolha única","Como você avalia o abastecimento de água e saneamento?"
6,"Qualidade de Vida e Sustentabilidade em Comunidades Insulares","2024-11-01 13:13:59.880019","2024-11-01 13:13:59.880019","2024-12-31 00:00:00",True,22,"F","1994-02-17",19,"Barra da Tijuca","Rio de Janeiro","RJ",2,"Transgênero (Quando se identifica com o sexo biológico oposto)",38,1,"Escolha única","Como você avalia o abastecimento de água e saneamento?"
6,"Qualidade de Vida e Sustentabilidade em Comunidades Insulares","2024-11-01 13:13:59.880019","2024-11-01 13:13:59.880019","2024-12-31 00:00:00",True,23,"M","1986-11-25",20,"Barra da Tijuca","Rio de Janeiro","RJ",1,"Cisgênero (Quando se identifica com seu sexo biológico)",38,1,"Escolha única","Como você avalia o abastecimento de água e saneamento?"
6,"Qualidade de Vida e Sustentabilidade em Comunidades Insulares","2024-11-01 13:13:59.880019","2024-11-01 13:13:59.880019","2024-12-31 00:00:00",True,24,"F","1990-01-05",21,"Barra da Tijuca","Rio de Janeiro","RJ",2,"Transgênero (Quando se identifica com o sexo biológico oposto)",38,1,"Escolha única","Como você avalia o abastecimento de água e saneamento?"
6,"Qualidade de Vida e Sustentabilidade em Comunidades Insulares","2024-11-01 13:13:59.880019","2024-11-01 13:13:59.880019","2024-12-31 00:00:00",True,25,"M","1984-07-19",22,"Barra da Tijuca","Rio de Janeiro","RJ",1,"Cisgênero (Quando se identifica com seu sexo biológico)",38,1,"Escolha única","Como você avalia o abastecimento de água e saneamento?"
6,"Qualidade de Vida e Sustentabilidade em Comunidades Insulares","2024-11-01 13:13:59.880019","2024-11-01 13:13:59.880019","2024-12-31 00:00:00",True,26,"F","1992-03-28",23,"Barra da Tijuca","Rio de Janeiro","RJ",2,"Transgênero (Quando se identifica com o sexo biológico oposto)",38,1,"Escolha única","Como você avalia o abastecimento de água e saneamento?"
6,"Qualidade de Vida e Sustentabilidade em Comunidades Insulares","2024-11-01 13:13:59.880019","2024-11-01 13:13:59.880019","2024-12-31 00:00:00",True,27,"M","1988-09-12",24,"Barra da Tijuca","Rio de Janeiro","RJ",1,"Cisgênero (Quando se identifica com seu sexo biológico)",38,1,"Escolha única","Como você avalia o abastecimento de água e saneamento?"
6,"Qualidade de Vida e Sustentabilidade em Comunidades Insulares","2024-11-01 13:13:59.880019","2024-11-01 13:13:59.880019","2024-12-31 00:00:00",True,28,"F","1991-05-23",25,"Barra da Tijuca","Rio de Janeiro","RJ",2,"Transgênero (Quando se identifica com o sexo biológico oposto)",38,1,"Escolha única","Como você avalia o abastecimento de água e saneamento?"
6,"Qualidade de Vida e Sustentabilidade em Comunidades Insulares","2024-11-01 13:13:59.880019","2024-11-01 13:13:59.880019","2024-12-31 00:00:00",True,29,"M","1985-12-15",26,"Barra da Tijuca","Rio de Janeiro","RJ",1,"Cisgênero (Quando se identifica com seu sexo biológico)",38,1,"Escolha única","Como você avalia o abastecimento de água e saneamento?"
6,"Qualidade de Vida e Sustentabilidade em Comunidades Insulares","2024-11-01 13:13:59.880019","2024-11-01 13:13:59.880019","2024-12-31 00:00:00",True,30,"F","1993-08-07",27,"Barra da Tijuca","Rio de Janeiro","RJ",2,"Transgênero (Quando se identifica com o sexo biológico oposto)",38,1,"Escolha única","Como você avalia o abastecimento de água e saneamento?"
6,"Qualidade de Vida e Sustentabilidade em Comunidades Insulares","2024-11-01 13:13:59.880019","2024-11-01 13:13:59.880019","2024-12-31 00:00:00",True,31,"M","1987-02-20",28,"Barra da Tijuca","Rio de Janeiro","RJ",1,"Cisgênero (Quando se identifica com seu sexo biológico)",38,1,"Escolha única","Como você avalia o abastecimento de água e saneamento?"
6,"Qualidade de Vida e Sustentabilidade em Comunidades Insulares","2024-11-01 13:13:59.880019","2024-11-01 13:13:59.880019","2024-12-31 00:00:00",True,32,"F","1994-06-11",29,"Barra da Tijuca","Rio de Janeiro","RJ",2,"Transgênero (Quando se identifica com o sexo biológico oposto)",38,1,"Escolha única","Como você avalia o abastecimento de água e saneamento?"
6,"Qualidade de Vida e Sustentabilidade em Comunidades Insulares","2024-11-01 13:13:59.880019","2024-11-01 13:13:59.880019","2024-12-31 00:00:00",True,33,"M","1989-04-03",30,"Barra da Tijuca","Rio de Janeiro","RJ",1,"Cisgênero (Quando se identifica com seu sexo biológico)",38,1,"Escolha única","Como você avalia o abastecimento de água e saneamento?"
6,"Qualidade de Vida e Sustentabilidade em Comunidades Insulares","2024-11-01 13:13:59.880019","2024-11-01 13:13:59.880019","2024-12-31 00:00:00",True,34,"F","1990-10-21",31,"Barra da Tijuca","Rio de Janeiro","RJ",2,"Transgênero (Quando se identifica com o sexo biológico oposto)",38,1,"Escolha única","Como você avalia o abastecimento de água e saneamento?"
6,"Qualidade de Vida e Sustentabilidade em Comunidades Insulares","2024-11-01 13:13:59.880019","2024-11-01 13:13:59.880019","2024-12-31 00:00:00",True,35,"M","1986-05-09",32,"Barra da Tijuca","Rio de Janeiro","RJ",1,"Cisgênero (Quando se identifica com seu sexo biológico)",38,1,"Escolha única","Como você avalia o abastecimento de água e saneamento?"
6,"Qualidade de Vida e Sustentabilidade em Comunidades Insulares","2024-11-01 13:13:59.880019","2024-11-01 13:13:59.880019","2024-12-31 00:00:00",True,36,"F","1992-12-27",33,"Barra da Tijuca","Rio de Janeiro","RJ",2,"Transgênero (Quando se identifica com o sexo biológico oposto)",38,1,"Escolha única","Como você avalia o abastecimento de água e saneamento?"
6,"Qualidade de Vida e Sustentabilidade em Comunidades Insulares","2024-11-01 13:13:59.880019","2024-11-01 13:13:59.880019","2024-12-31 00:00:00",True,37,"M","1983-07-15",34,"Barra da Tijuca","Rio de Janeiro","RJ",1,"Cisgênero (Quando se identifica com seu sexo biológico)",38,1,"Escolha única","Como você avalia o abastecimento de água e saneamento?"
6,"Qualidade de Vida e Sustentabilidade em Comunidades Insulares","2024-11-01 13:13:59.880019","2024-11-01 13:13:59.880019","2024-12-31 00:00:00",True,38,"F","1991-11-02",35,"Barra da Tijuca","Rio de Janeiro","RJ",2,"Transgênero (Quando se identifica com o sexo biológico oposto)",38,1,"Escolha única","Como você avalia o abastecimento de água e saneamento?"
6,"Qualidade de Vida e Sustentabilidade em Comunidades Insulares","2024-11-01 13:13:59.880019","2024-11-01 13:13:59.880019","2024-12-31 00:00:00",True,39,"M","1988-03-19",36,"Barra da Tijuca","Rio de Janeiro","RJ",1,"Cisgênero (Quando se identifica com seu sexo biológico)",38,1,"Escolha única","Como você avalia o abastecimento de água e saneamento?"
6,"Qualidade de Vida e Sustentabilidade em Comunidades Insulares","2024-11-01 13:13:59.880019","2024-11-01 13:13:59.880019","2024-12-31 00:00:00",True,40,"F","1994-09-25",37,"Barra da Tijuca","Rio de Janeiro","RJ",2,"Transgênero (Quando se identifica com o sexo biológico oposto)",38,1,"Escolha única","Como você avalia o abastecimento de água e saneamento?"
6,"Qualidade de Vida e Sustentabilidade em Comunidades Insulares","2024-11-01 13:13:59.880019","2024-11-01 13:13:59.880019","2024-12-31 00:00:00",True,41,"M","1985-06-13",38,"Barra da Tijuca","Rio de Janeiro","RJ",1,"Cisgênero (Quando se identifica com seu sexo biológico)",38,1,"Escolha única","Como você avalia o abastecimento de água e saneamento?"
6,"Qualidade de Vida e Sustentabilidade em Comunidades Insulares","2024-11-01 13:13:59.880019","2024-11-01 13:13:59.880019","2024-12-31 00:00:00",True,42,"F","1990-02-08",39,"Barra da Tijuca","Rio de Janeiro","RJ",2,"Transgênero (Quando se identifica com o sexo biológico oposto)",38,1,"Escolha única","Como você avalia o abastecimento de água e saneamento?"
6,"Qualidade de Vida e Sustentabilidade em Comunidades Insulares","2024-11-01 13:13:59.880019","2024-11-01 13:13:59.880019","2024-12-31 00:00:00",True,43,"M","1987-12-20",40,"Barra da Tijuca","Rio de Janeiro","RJ",1,"Cisgênero (Quando se identifica com seu sexo biológico)",38,1,"Escolha única","Como você avalia o abastecimento de água e saneamento?"
6,"Qualidade de Vida e Sustentabilidade em Comunidades Insulares","2024-11-01 13:13:59.880019","2024-11-01 13:13:59.880019","2024-12-31 00:00:00",True,44,"F","1992-07-04",41,"Barra da Tijuca","Rio de Janeiro","RJ",2,"Transgênero (Quando se identifica com o sexo biológico oposto)",38,1,"Escolha única","Como você avalia o abastecimento de água e saneamento?"
6,"Qualidade de Vida e Sustentabilidade em Comunidades Insulares","2024-11-01 13:13:59.880019","2024-11-01 13:13:59.880019","2024-12-31 00:00:00",True,45,"M","1989-05-27",42,"Barra da Tijuca","Rio de Janeiro","RJ",1,"Cisgênero (Quando se identifica com seu sexo biológico)",38,1,"Escolha única","Como você avalia o abastecimento de água e saneamento?"
6,"Qualidade de Vida e Sustentabilidade em Comunidades Insulares","2024-11-01 13:13:59.880019","2024-11-01 13:13:59.880019","2024-12-31 00:00:00",True,46,"F","1993-01-16",43,"Barra da Tijuca","Rio de Janeiro","RJ",2,"Transgênero (Quando se identifica com o sexo biológico oposto)",38,1,"Escolha única","Como você avalia o abastecimento de água e saneamento?"
1,"Mobilidade e desafios de comunidades insulares","2024-09-30 00:30:39.134392","2024-09-09 00:00:00","2024-11-09 00:00:00",True,8,"M","2007-05-09",8,"CDD","Rio de Janeiro","RJ",1,"Cisgênero (Quando se identifica com seu sexo biológico)",1,1,"Escolha única","Qual é o principal meio de transporte que você utiliza para se deslocar dentro da ilha?"
1,"Mobilidade e desafios de comunidades insulares","2024-09-30 00:30:39.134392","2024-09-09 00:00:00","2024-11-09 00:00:00",True,8,"M","2007-05-09",8,"CDD","Rio de Janeiro","RJ",1,"Cisgênero (Quando se identifica com seu sexo biológico)",2,2,"Múltipla escolha","Quais das seguintes opções você considera necessárias para melhorar a mobilidade na ilha? (Selecione todas que se aplicam)"
1,"Mobilidade e desafios de comunidades insulares","2024-09-30 00:30:39.134392","2024-09-09 00:00:00","2024-11-09 00:00:00",True,8,"M","2007-05-09",8,"CDD","Rio de Janeiro","RJ",1,"Cisgênero (Quando se identifica com seu sexo biológico)",3,4,"Sim/Não/NI","Você acha que o transporte público na ilha é eficiente?"
1,"Mobilidade e desafios de comunidades insulares","2024-09-30 00:30:39.134392","2024-09-09 00:00:00","2024-11-09 00:00:00",True,8,"M","2007-05-09",8,"CDD","Rio de Janeiro","RJ",1,"Cisgênero (Quando se identifica com seu sexo biológico)",4,5,"Verdadeiro/Falso","Caminhar é uma forma segura de locomoção na sua comunidade?"
1,"Mobilidade e desafios de comunidades insulares","2024-09-30 00:30:39.134392","2024-09-09 00:00:00","2024-11-09 00:00:00",True,8,"M","2007-05-09",8,"CDD","Rio de Janeiro","RJ",1,"Cisgênero (Quando se identifica com seu sexo biológico)",5,6,"Texto Livre","Descreva como a mobilidade impacta sua rotina diária na ilha."
1,"Mobilidade e desafios de comunidades insulares","2024-09-30 00:30:39.134392","2024-09-09 00:00:00","2024-11-09 00:00:00",True,8,"M","2007-05-09",8,"CDD","Rio de Janeiro","RJ",1,"Cisgênero (Quando se identifica com seu sexo biológico)",6,3,"Sim/Não","O transporte coletivo da ilha opera de maneira sustentável?"
1,"Mobilidade e desafios de comunidades insulares","2024-09-30 00:30:39.134392","2024-09-09 00:00:00","2024-11-09 00:00:00",True,8,"M","2007-05-09",8,"CDD","Rio de Janeiro","RJ",1,"Cisgênero (Quando se identifica com seu sexo biológico)",7,1,"Escolha única","Qual a frequência com que você utiliza serviços de transporte na ilha?"
6,"Qualidade de Vida e Sustentabilidade em Comunidades Insulares","2024-11-01 13:13:59.880019","2024-11-01 13:13:59.880019","2024-12-31 00:00:00",True,12,"F","1990-05-15",9,"Barra da Tijuca","Rio de Janeiro","RJ",2,"Transgênero (Quando se identifica com o sexo biológico oposto)",30,1,"Escolha única","Qual é a sua faixa etária?"
6,"Qualidade de Vida e Sustentabilidade em Comunidades Insulares","2024-11-01 13:13:59.880019","2024-11-01 13:13:59.880019","2024-12-31 00:00:00",True,13,"M","1985-08-22",10,"Barra da Tijuca","Rio de Janeiro","RJ",1,"Cisgênero (Quando se identifica com seu sexo biológico)",30,1,"Escolha única","Qual é a sua faixa etária?"
6,"Qualidade de Vida e Sustentabilidade em Comunidades Insulares","2024-11-01 13:13:59.880019","2024-11-01 13:13:59.880019","2024-12-31 00:00:00",True,14,"F","1992-11-30",11,"Barra da Tijuca","Rio de Janeiro","RJ",2,"Transgênero (Quando se identifica com o sexo biológico oposto)",30,1,"Escolha única","Qual é a sua faixa etária?"
6,"Qualidade de Vida e Sustentabilidade em Comunidades Insulares","2024-11-01 13:13:59.880019","2024-11-01 13:13:59.880019","2024-12-31 00:00:00",True,15,"M","1988-03-10",12,"Barra da Tijuca","Rio de Janeiro","RJ",1,"Cisgênero (Quando se identifica com seu sexo biológico)",30,1,"Escolha única","Qual é a sua faixa etária?"
